Year,Month,Rainfall,Temperature
2010,6,5.855,28.954333333333334
2010,7,4.492580645161292,26.323225806451617
2010,8,5.908064516129032,25.86806451612903
2010,9,3.8513333333333333,26.332666666666665
2010,10,3.186774193548387,26.658387096774195
2010,11,6.183666666666667,25.375666666666678
2010,12,0.0,21.153225806451612
2011,1,0.0,20.82903225806451
2011,2,0.0,23.27285714285714
2011,3,0.0,26.917419354838703
2011,4,0.0,29.239
2011,5,0.0,30.73161290322581
2011,6,2.4253333333333336,28.178
2011,7,4.337419354838709,26.029354838709676
2011,8,3.02483870967742,25.5458064516129
2011,9,2.871666666666665,25.754000000000005
2011,10,2.1103225806451613,26.425806451612903
2011,11,0.0,24.648666666666664
2011,12,0.0,22.523870967741928
2012,1,0.0,20.5883870967742
2012,2,0.0,23.239655172413787
2012,3,0.0,26.04903225806452
2012,4,0.0,29.923666666666666
2012,5,0.0,30.269999999999992
2012,6,1.0316666666666667,28.813000000000002
2012,7,4.315806451612903,26.16
2012,8,4.498064516129032,25.457096774193555
2012,9,3.5180000000000007,25.546000000000006
2012,10,4.0438709677419356,25.99
2012,11,0.0,23.791666666666668
2012,12,0.0,22.726451612903226
2013,1,0.0,21.509677419354837
2013,2,0.31392857142857145,24.178928571428575
2013,3,0.06806451612903225,27.095161290322576
2013,4,0.07333333333333332,29.433666666666667
2013,5,0.08419354838709676,31.416451612903227
2013,6,5.733666666666668,26.98166666666667
2013,7,6.007096774193549,25.053548387096765
2013,8,3.300322580645161,25.092903225806452
2013,9,5.072333333333333,25.786333333333335
2013,10,1.990322580645161,26.082580645161293
2013,11,0.252,24.134333333333338
2013,12,0.050967741935483875,21.908064516129027
2014,1,0.07225806451612904,21.918387096774186
2014,2,0.15464285714285714,23.011428571428574
2014,3,0.5851612903225807,26.027419354838713
2014,4,0.015000000000000001,29.566333333333336
2014,5,0.7419354838709677,30.827419354838707
2014,6,0.42466666666666664,30.22266666666667
2014,7,5.986774193548388,26.60548387096775
2014,8,7.839032258064514,26.13
2014,9,3.9620000000000006,26.019000000000002
2014,10,0.8996774193548388,27.110322580645153
2014,11,1.1380000000000001,25.014666666666674
2014,12,0.24161290322580645,21.644838709677416
